HSI_path,Mask_path
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0015_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0015_ref/Annotations/20250411_0015_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0016_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0016_ref/Annotations/20250411_0016_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0017_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0017_ref/Annotations/20250411_0017_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0018_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0018_ref/Annotations/20250411_0018_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0019_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0019_ref/Annotations/20250411_0019_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0020_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0020_ref/Annotations/20250411_0020_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0021_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0001/20250411_0021_ref/Annotations/20250411_0021_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0044_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0044_ref/Annotations/20250418_0044_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0023_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0023_ref/Annotations/20250417_0023_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0024_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0024_ref/Annotations/20250417_0024_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0025_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0025_ref/Annotations/20250417_0025_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0026_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0026_ref/Annotations/20250417_0026_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0027_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0027_ref/Annotations/20250417_0027_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0028_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0028_ref/Annotations/20250417_0028_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0029_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0029_ref/Annotations/20250417_0029_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0030_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0030_ref/Annotations/20250417_0030_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0031_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0031_ref/Annotations/20250417_0031_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0032_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0032_ref/Annotations/20250417_0032_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0033_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0033_ref/Annotations/20250417_0033_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0034_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0034_ref/Annotations/20250417_0034_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0035_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0035_ref/Annotations/20250417_0035_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0036_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0036_ref/Annotations/20250417_0036_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0037_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0037_ref/Annotations/20250417_0037_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0038_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250417_0038_ref/Annotations/20250417_0038_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0039_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0039_ref/Annotations/20250418_0039_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0040_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0040_ref/Annotations/20250418_0040_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0041_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0041_ref/Annotations/20250418_0041_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0042_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0042_ref/Annotations/20250418_0042_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0043_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0002/20250418_0043_ref/Annotations/20250418_0043_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0066_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0066_ref/Annotations/20250418_0066_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0045_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0045_ref/Annotations/20250418_0045_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0046_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0046_ref/Annotations/20250418_0046_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0047_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0047_ref/Annotations/20250418_0047_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0048_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0048_ref/Annotations/20250418_0048_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0049_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0049_ref/Annotations/20250418_0049_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0050_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0050_ref/Annotations/20250418_0050_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0051_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0051_ref/Annotations/20250418_0051_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0052_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0052_ref/Annotations/20250418_0052_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0053_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0053_ref/Annotations/20250418_0053_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0054_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0054_ref/Annotations/20250418_0054_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0055_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0055_ref/Annotations/20250418_0055_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0056_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0056_ref/Annotations/20250418_0056_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0057_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0057_ref/Annotations/20250418_0057_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0058_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0058_ref/Annotations/20250418_0058_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0059_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0059_ref/Annotations/20250418_0059_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0060_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0060_ref/Annotations/20250418_0060_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0061_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0061_ref/Annotations/20250418_0061_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0062_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0062_ref/Annotations/20250418_0062_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0063_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0063_ref/Annotations/20250418_0063_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0064_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0064_ref/Annotations/20250418_0064_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0065_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0003/20250418_0065_ref/Annotations/20250418_0065_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0088_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0088_ref/Annotations/20250425_0088_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0067_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0067_ref/Annotations/20250425_0067_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0068_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0068_ref/Annotations/20250425_0068_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0069_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0069_ref/Annotations/20250425_0069_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0070_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0070_ref/Annotations/20250425_0070_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0071_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0071_ref/Annotations/20250425_0071_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0072_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0072_ref/Annotations/20250425_0072_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0073_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0073_ref/Annotations/20250425_0073_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0074_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0074_ref/Annotations/20250425_0074_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0075_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0075_ref/Annotations/20250425_0075_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0076_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0076_ref/Annotations/20250425_0076_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0077_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0077_ref/Annotations/20250425_0077_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0078_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0078_ref/Annotations/20250425_0078_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0079_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0079_ref/Annotations/20250425_0079_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0080_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0080_ref/Annotations/20250425_0080_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0081_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0081_ref/Annotations/20250425_0081_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0082_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0082_ref/Annotations/20250425_0082_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0083_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0083_ref/Annotations/20250425_0083_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0084_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0084_ref/Annotations/20250425_0084_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0085_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0085_ref/Annotations/20250425_0085_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0086_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0086_ref/Annotations/20250425_0086_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0087_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0004/20250425_0087_ref/Annotations/20250425_0087_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0110_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0110_ref/Annotations/20250502_0110_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0089_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0089_ref/Annotations/20250502_0089_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0090_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0090_ref/Annotations/20250502_0090_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0091_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0091_ref/Annotations/20250502_0091_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0092_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0092_ref/Annotations/20250502_0092_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0093_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0093_ref/Annotations/20250502_0093_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0094_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0094_ref/Annotations/20250502_0094_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0095_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0095_ref/Annotations/20250502_0095_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0096_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0096_ref/Annotations/20250502_0096_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0097_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0097_ref/Annotations/20250502_0097_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0098_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0098_ref/Annotations/20250502_0098_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0099_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0099_ref/Annotations/20250502_0099_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0100_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0100_ref/Annotations/20250502_0100_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0101_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0101_ref/Annotations/20250502_0101_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0102_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0102_ref/Annotations/20250502_0102_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0103_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0103_ref/Annotations/20250502_0103_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0104_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0104_ref/Annotations/20250502_0104_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0105_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0105_ref/Annotations/20250502_0105_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0106_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0106_ref/Annotations/20250502_0106_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0107_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0107_ref/Annotations/20250502_0107_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0108_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0108_ref/Annotations/20250502_0108_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0109_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0005/20250502_0109_ref/Annotations/20250502_0109_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0006/20250507_0132_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0006/20250507_0132_ref/Annotations/20250507_0132_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0006/20250507_0111_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0006/20250507_0111_ref/Annotations/20250507_0111_ref.png
/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0006/20250507_0112_ref,/media/nas/LSL_Team/Data/2025_HYPOCHIR_Dataset/Segmentation/B0006/20250507_0112_ref/Annotations/20250507_0112_ref.png
